"Hamilton_1" "Hamilton_11" "Hamilton_12" "Hamilton_13" "Hamilton_15" "Hamilton_16" "Hamilton_17" "Hamilton_21" "Hamilton_22" "Hamilton_23" "Hamilton_24" "Hamilton_25" "Hamilton_26" "Hamilton_27" "Hamilton_28" "Hamilton_29" "Hamilton_30" "Hamilton_31" "Hamilton_32" "Hamilton_33" "Hamilton_34" "Hamilton_35" "Hamilton_36" "Hamilton_59" "Hamilton_6" "Hamilton_60" "Hamilton_61" "Hamilton_65" "Hamilton_66" "Hamilton_67" "Hamilton_68" "Hamilton_69" "Hamilton_7" "Hamilton_70" "Hamilton_71" "Hamilton_72" "Hamilton_73" "Hamilton_74" "Hamilton_75" "Hamilton_76" "Hamilton_77" "Hamilton_78" "Hamilton_79" "Hamilton_8" "Hamilton_80" "Hamilton_81" "Hamilton_82" "Hamilton_83" "Hamilton_84" "Hamilton_85" "Hamilton_9" "Jay_2" "Jay_3" "Jay_4" "Jay_5" "Jay_64" "Madison_10" "Madison_14" "Madison_37" "Madison_38" "Madison_39" "Madison_40" "Madison_41" "Madison_42" "Madison_43" "Madison_44" "Madison_45" "Madison_46" "Madison_47" "Madison_48" "NA_18" "NA_19" "NA_20" "NA_49" "NA_50" "NA_51" "NA_52" "NA_53" "NA_54" "NA_55" "NA_56" "NA_57" "NA_58" "NA_62" "NA_63"
"lie" 0 0 0.046189376443418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.044404973357016 0 0 0 0 0.0662690523525514 0 0 0 0 0 0 0 0 0 0.0505305709954522 0 0 0 0 0.0255427841634738 0.258564964447317 0 0 0 0 0 0 0 0 0 0.0332778702163062 0.0931966449207828 0 0.0300751879699248 0 0 0 0.0359195402298851 0 0 0.0470588235294118 0.0381679389312977 0 0 0 0 0 0 0 0.0520562207183758 0 0.0921234454168586 0 0 0.0635727908455181 0 0 0 0.0328623069339468
"myself" 0 0 0 0 0 0.0489715964740451 0 0 0.0281531531531532 0.0554016620498615 0 0 0 0 0 0 0 0 0 0 0.0450653447498873 0.0442869796279894 0 0 0 0 0.0655737704918033 0 0.0440917107583774 0.060459492140266 0 0 0 0 0 0 0 0 0.102669404517454 0 0 0 0 0 0 0 0 0.0342583076396026 0 0.11070110701107 0 0 0 0 0 0 0 0 0 0 0 0 0.028169014084507 0.0359195402298851 0 0.0344827586206897 0 0 0.0364298724954463 0 0 0 0 0 0.0901713255184851 0.0520562207183758 0 0 0 0 0 0 0 0 0
"navy" 0 0.318979266347687 0 0 0 0 0 0 0 0.110803324099723 0.049825610363727 0 0 0 0 0 0 0 0 0 0.0450653447498873 0 0 0 0 0 0 0 0 0 0 0.134183160013418 0 0 0 0.0489236790606654 0 0.0995024875621891 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0330250990752972 0.028169014084507 0 0 0 0 0 0.0364298724954463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"perfect" 0 0 0 0 0.0323834196891192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0590318772136954 0 0 0 0 0.0984736582964057 0 0 0 0 0 0.0662690523525514 0 0 0 0 0.0489236790606654 0 0 0 0 0 0 0 0 0 0 0.0646412411118294 0 0 0.14760147601476 0.100351229302559 0 0 0 0.148588410104012 0.0431965442764579 0.0332778702163062 0 0 0.0300751879699248 0 0 0.028169014084507 0 0 0 0 0 0.0364298724954463 0 0.0473484848484848 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"possession" 0 0 0 0 0.0323834196891192 0 0.0635727908455181 0 0 0 0.049825610363727 0.150678051230537 0.0419287211740042 0 0.0623052959501558 0 0 0 0 0 0.0450653447498873 0 0 0 0 0.044404973357016 0.0655737704918033 0 0 0 0 0 0.0866551126516465 0 0 0 0 0 0.102669404517454 0 0 0 0 0 0 0 0 0 0 0 0.0501756146512795 0 0 0 0 0 0.0332778702163062 0.0465983224603914 0 0 0 0.0330250990752972 0 0 0 0 0 0.0381679389312977 0 0 0 0.0487567040468064 0 0 0 0 0 0 0 0 0 0 0 0 0
"possibility" 0 0 0 0 0 0 0 0 0.0281531531531532 0 0 0.0502260170768458 0.0419287211740042 0 0.124610591900312 0 0 0 0.0670241286863271 0 0.0450653447498873 0 0.0729660707770887 0.104329681794471 0 0 0 0 0.0440917107583774 0.060459492140266 0.0662690523525514 0 0 0 0 0.0489236790606654 0 0 0 0.0433651344319167 0 0 0 0.0485908649173955 0.040650406504065 0 0 0 0 0.03690036900369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0470588235294118 0.0381679389312977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"prejudices" 0.0618811881188119 0 0 0.103199174406605 0 0 0 0 0.0563063063063063 0 0 0 0 0.0686813186813187 0 0.0446428571428571 0 0.0575373993095512 0 0 0 0.0442869796279894 0 0 0 0 0.0655737704918033 0 0 0 0 0 0 0 0.05720823798627 0 0 0 0 0 0 0 0 0 0 0 0 0.0171291538198013 0 0.03690036900369 0 0 0 0 0 0 0.0665557404326123 0 0 0.0300751879699248 0 0 0.028169014084507 0 0 0 0 0.0763358778625954 0 0 0 0.0487567040468064 0 0.0604960677555959 0 0 0 0 0 0 0 0 0.0478468899521531 0 0
"project" 0 0 0 0.103199174406605 0.0323834196891192 0.0489715964740451 0 0 0.0281531531531532 0.0554016620498615 0 0.100452034153692 0.0838574423480084 0 0 0.0892857142857143 0 0 0 0 0 0 0.0364830353885443 0.0521648408972353 0.0492368291482029 0 0 0 0 0 0 0 0 0.0321440051430408 0.05720823798627 0 0 0 0.0513347022587269 0 0 0 0 0 0 0 0 0 0.0239234449760766 0 0 0 0 0 0 0 0.0332778702163062 0 0 0.0300751879699248 0 0 0 0 0.0291375291375291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"proposition" 0 0 0 0 0.0647668393782383 0 0.0635727908455181 0 0 0 0 0 0 0 0 0 0.050709939148073 0 0 0.0590318772136954 0 0.0885739592559787 0 0.0521648408972353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0505305709954522 0 0 0.0485908649173955 0.040650406504065 0.0255427841634738 0 0.0856457690990065 0 0.03690036900369 0 0 0 0 0 0 0 0 0 0 0 0.0330250990752972 0 0 0.0291375291375291 0 0 0 0 0 0 0 0 0.0604960677555959 0 0 0 0 0 0 0 0 0 0 0
"protection" 0 0.0398724082934609 0 0 0 0 0 0 0 0.0554016620498615 0 0.100452034153692 0 0 0.0623052959501558 0.0446428571428571 0 0 0 0 0.0450653447498873 0 0 0 0 0 0 0 0 0 0 0 0 0.0642880102860817 0 0 0 0 0 0 0 0 0 0.0485908649173955 0 0 0 0 0 0 0 0.0598086124401914 0 0 0 0 0.0665557404326123 0.0465983224603914 0 0 0 0 0.0563380281690141 0 0.0874125874125874 0 0 0.0381679389312977 0 0 0 0 0 0 0 0 0 0 0.0498753117206983 0 0 0 0 0 0
"qualified" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0364830353885443 0 0 0 0 0 0.0440917107583774 0 0.0662690523525514 0.0670915800067092 0 0 0 0 0.168847615027438 0 0 0 0.0505305709954522 0.0326690623979092 0 0 0 0.0255427841634738 0 0 0 0 0 0 0 0 0 0.0431965442764579 0 0 0 0 0 0 0 0 0.0291375291375291 0.0344827586206897 0 0 0.0728597449908925 0 0 0 0 0 0.0901713255184851 0.0520562207183758 0 0 0 0 0 0 0 0.0418235048097031 0.0328623069339468
"requisitions" 0 0 0 0 0.0971502590673575 0.0489715964740451 0 0.0999500249875062 0.0563063063063063 0.166204986149584 0 0.0502260170768458 0 0 0 0 0.202839756592292 0 0 0 0 0 0.0729660707770887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0239234449760766 0 0 0 0 0 0 0 0 0 0 0.0300751879699248 0 0 0 0 0 0 0 0 0 0 0 0.0487567040468064 0 0 0 0 0 0 0 0 0 0 0 0 0
"scheme" 0 0 0 0 0.0647668393782383 0.146914789422135 0 0 0 0.0554016620498615 0.049825610363727 0.0502260170768458 0 0 0 0.0446428571428571 0 0 0 0 0 0 0 0.0521648408972353 0 0.044404973357016 0 0.0494071146245059 0 0 0 0 0 0.0321440051430408 0 0.0978473581213307 0 0 0 0 0.0505305709954522 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0332778702163062 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0487567040468064 0 0 0.0901713255184851 0 0.0540248514316586 0 0 0.0489236790606654 0 0 0 0 0
"sentiments" 0.0618811881188119 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0892857142857143 0 0 0 0 0.0450653447498873 0 0 0 0 0 0 0 0 0.060459492140266 0 0 0 0.0321440051430408 0 0 0 0 0 0.0433651344319167 0 0.0326690623979092 0 0 0 0 0 0 0 0 0.0501756146512795 0.119617224880383 0 0 0 0 0.0998336106489185 0 0 0 0 0.0330250990752972 0 0 0 0.0344827586206897 0 0.0763358778625954 0 0.0536480686695279 0 0 0 0 0 0 0 0 0 0 0 0.0903750564844103 0 0 0
"separation" 0 0 0.046189376443418 0.206398348813209 0 0 0 0 0 0 0 0 0 0 0.0623052959501558 0 0 0 0 0 0.0901306894997747 0 0 0 0.0492368291482029 0 0 0 0.0440917107583774 0 0 0 0 0 0.05720823798627 0 0.0422119037568594 0 0 0 0 0.0326690623979092 0.0964320154291225 0 0 0.0255427841634738 0 0.0856457690990065 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0364298724954463 0.0536480686695279 0 0.0487567040468064 0 0 0 0 0 0 0 0 0 0 0 0 0
"submitted" 0 0 0 0 0 0 0 0 0.0281531531531532 0 0 0.0502260170768458 0 0 0 0 0 0 0 0 0 0 0 0.104329681794471 0 0.044404973357016 0 0 0 0.060459492140266 0 0 0.0433275563258232 0.0321440051430408 0 0 0 0 0 0 0 0 0 0 0.040650406504065 0.0255427841634738 0.0646412411118294 0 0 0 0 0 0 0 0 0 0 0 0.0367782272894446 0.0300751879699248 0 0.0660501981505945 0 0.0718390804597701 0 0.0344827586206897 0 0 0 0 0 0 0 0 0 0.0520562207183758 0.0540248514316586 0.0460617227084293 0 0 0 0 0 0 0
"tax" 0 0 0.046189376443418 0 0 0 0 0 0 0 0 0 0 0 0 0 0.050709939148073 0 0.402144772117962 0.177095631641086 0 0.0885739592559787 0.109449106165633 0 0 0 0 0 0 0 0 0 0 0 0.05720823798627 0 0 0 0 0 0 0 0 0 0 0 0 0.0171291538198013 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0660501981505945 0 0 0 0 0 0 0 0 0 0 0.0657894736842105 0 0 0 0 0 0 0 0 0 0 0 0
"until" 0 0 0 0 0 0 0 0 0.0281531531531532 0 0 0 0 0.0686813186813187 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0494071146245059 0 0.060459492140266 0 0.0670915800067092 0 0.0321440051430408 0 0 0 0 0 0 0 0.0326690623979092 0 0 0 0.0255427841634738 0 0.0171291538198013 0.0239234449760766 0 0 0.0598086124401914 0 0 0 0 0 0 0.0367782272894446 0.0902255639097744 0 0 0 0.0359195402298851 0 0 0 0.0381679389312977 0 0 0 0 0 0 0 0.104112441436752 0 0 0 0 0 0 0 0 0.0328623069339468
"urged" 0 0 0 0 0 0 0.0635727908455181 0 0 0 0 0.0502260170768458 0 0.0686813186813187 0 0 0.050709939148073 0 0 0 0 0 0.0364830353885443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0995024875621891 0 0.0433651344319167 0 0.0653381247958184 0 0 0 0 0 0 0 0.03690036900369 0 0 0 0 0 0.0431965442764579 0 0 0 0.0300751879699248 0 0.132100396301189 0.028169014084507 0 0 0.0344827586206897 0 0 0 0 0 0 0 0 0.18034265103697 0 0 0 0 0 0.0635727908455181 0 0 0 0
"virtue" 0 0 0 0 0 0 0 0 0.0281531531531532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0492368291482029 0 0 0 0.0440917107583774 0 0.0662690523525514 0 0 0 0 0 0.126635711270578 0 0.102669404517454 0.0433651344319167 0 0.0326690623979092 0 0 0 0 0 0.0171291538198013 0 0 0 0.0598086124401914 0 0 0 0.0431965442764579 0 0 0 0 0 0 0 0 0.0582750582750583 0 0 0 0 0 0 0 0 0.0604960677555959 0 0 0 0.0460617227084293 0 0.0978473581213307 0 0.0451875282422051 0 0 0
"welfare" 0.123762376237624 0 0.046189376443418 0 0 0 0 0 0.0281531531531532 0.0554016620498615 0 0 0.0419287211740042 0 0 0 0 0 0 0.0590318772136954 0.0450653447498873 0 0 0 0 0 0.0655737704918033 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.169014084507042 0 0 0 0.0941176470588235 0.0381679389312977 0 0 0.0473484848484848 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0657246138678935
"active" 0 0.0797448165869219 0.046189376443418 0.103199174406605 0.0323834196891192 0.0489715964740451 0.0635727908455181 0.0499750124937531 0 0 0 0 0 0.0686813186813187 0 0 0 0 0 0 0 0 0 0 0.0492368291482029 0 0 0 0.0440917107583774 0 0 0 0 0 0 0 0 0 0.102669404517454 0 0 0.0326690623979092 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0470588235294118 0 0 0 0 0 0 0 0.360685302073941 0 0 0 0 0 0 0 0.0478468899521531 0 0
"adopted" 0 0 0 0 0 0 0 0.0499750124937531 0.0281531531531532 0 0 0 0.0419287211740042 0 0 0.0446428571428571 0 0 0 0 0.0450653447498873 0 0.0364830353885443 0 0 0 0 0 0 0 0 0 0.0433275563258232 0 0.05720823798627 0 0 0 0 0 0 0.0326690623979092 0 0 0 0.0255427841634738 0 0.0342583076396026 0.0478468899521531 0 0 0 0 0 0 0 0 0 0 0.0300751879699248 0.0382555470543229 0 0 0 0 0 0 0 0.0364298724954463 0 0.0473484848484848 0 0 0 0 0 0 0 0.0498753117206983 0 0 0 0 0.0418235048097031 0
"again" 0 0 0 0 0 0 0 0 0 0 0 0.0502260170768458 0.0419287211740042 0 0 0 0 0 0 0.118063754427391 0.0450653447498873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0608642726719416 0 0 0.0665557404326123 0 0 0 0.191277735271614 0 0.028169014084507 0 0 0 0 0 0.182149362477231 0 0 0 0 0 0 0 0 0.0460617227084293 0 0 0 0 0 0 0
"appeal" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0590318772136954 0 0 0 0 0 0 0 0 0.0440917107583774 0 0 0.0335457900033546 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510855683269476 0.387847446670976 0.0342583076396026 0 0 0 0 0 0 0 0 0 0 0 0 0.0382555470543229 0 0.028169014084507 0 0.0582750582750583 0 0 0.0381679389312977 0 0 0 0 0 0.120992135511192 0 0 0 0 0 0 0 0 0 0 0
"appearance" 0.309405940594059 0 0 0 0 0 0 0.0499750124937531 0 0 0.0996512207274539 0.0502260170768458 0.0419287211740042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.060459492140266 0 0 0.0433275563258232 0.0321440051430408 0 0 0.0844238075137189 0 0 0.0433651344319167 0 0 0 0 0.040650406504065 0 0.0646412411118294 0 0 0 0 0 0 0 0 0 0 0.0465983224603914 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0478468899521531 0 0
"call" 0 0.0398724082934609 0 0 0 0 0 0 0 0 0 0 0.0419287211740042 0.137362637362637 0 0.133928571428571 0.152129817444219 0 0.0670241286863271 0 0.0450653447498873 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0505305709954522 0 0 0 0 0 0 0 0 0.0738007380073801 0 0 0 0 0 0 0 0 0 0.0300751879699248 0 0 0.028169014084507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0478468899521531 0.0418235048097031 0.0328623069339468
"carolina" 0 0 0 0 0 0 0 0.0499750124937531 0.0563063063063063 0 0.049825610363727 0 0.0419287211740042 0 0 0 0 0 0 0 0 0 0 0 0.0492368291482029 0 0 0 0.0440917107583774 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510855683269476 0 0.0342583076396026 0 0 0.0501756146512795 0 0 0 0 0 0 0 0 0 0.0765110941086457 0 0 0 0 0 0 0 0.0728597449908925 0 0 0 0 0 0 0 0 0.138185168125288 0 0.0489236790606654 0 0 0 0 0
"cognizance" 0 0 0 0 0 0 0 0 0 0.0554016620498615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.121951219512195 0.178799489144317 0.258564964447317 0.0685166152792052 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0536480686695279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"consuls" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.060459492140266 0 0 0 0.192864030858245 0 0 0 0 0 0.0433651344319167 0 0 0 0 0.0813008130081301 0.0510855683269476 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28735632183908 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"efforts" 0 0 0 0 0 0 0 0 0.0563063063063063 0 0 0.0502260170768458 0 0.0686813186813187 0.186915887850467 0 0 0 0 0 0.0450653447498873 0 0 0 0 0 0 0 0 0 0 0 0.0866551126516465 0 0 0 0 0 0 0 0 0 0 0.0485908649173955 0 0 0 0 0 0 0 0.179425837320574 0 0.0608642726719416 0 0 0 0 0.0735564545788893 0.0300751879699248 0 0.0330250990752972 0 0 0 0 0 0.0381679389312977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"enumerated" 0 0 0 0 0.0323834196891192 0 0 0 0.0281531531531532 0 0 0.0502260170768458 0 0.0686813186813187 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0422119037568594 0 0 0 0 0 0 0.0485908649173955 0.16260162601626 0 0.129282482223659 0.0342583076396026 0 0 0 0 0 0 0 0 0 0.0465983224603914 0 0 0.0382555470543229 0 0 0 0.0291375291375291 0.0344827586206897 0 0 0 0.0536480686695279 0.0473484848484848 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"equality" 0 0 0 0 0 0 0 0.0499750124937531 0.0281531531531532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0492368291482029 0 0 0 0 0 0 0 0.0433275563258232 0 0 0 0 0 0 0 0 0 0 0.0485908649173955 0.040650406504065 0 0 0 0 0 0.0501756146512795 0 0 0 0.148588410104012 0 0.0332778702163062 0 0.0367782272894446 0.0300751879699248 0.0382555470543229 0 0 0 0.0582750582750583 0 0 0 0 0 0.0473484848484848 0 0 0 0 0 0 0 0.0498753117206983 0 0 0 0 0.125470514429109 0
"equity" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24390243902439 0.0255427841634738 0 0.171291538198013 0 0 0 0 0 0 0 0 0 0 0.0367782272894446 0.0300751879699248 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0478468899521531 0 0
"extended" 0 0.0398724082934609 0 0 0 0 0.0635727908455181 0 0.0281531531531532 0 0 0 0.0419287211740042 0 0 0 0 0 0 0 0 0.0442869796279894 0 0 0 0.044404973357016 0 0 0 0.060459492140266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0255427841634738 0 0.0171291538198013 0 0 0 0 0 0 0 0.0431965442764579 0.0332778702163062 0.0931966449207828 0.0367782272894446 0 0.0765110941086457 0 0 0 0 0.0344827586206897 0 0 0 0 0 0 0 0 0 0.0520562207183758 0 0.0460617227084293 0 0 0 0 0 0 0.0328623069339468
"fair" 0 0.0398724082934609 0 0 0 0 0 0 0.0281531531531532 0 0.049825610363727 0 0 0 0 0.0446428571428571 0 0.0575373993095512 0 0 0 0.0442869796279894 0 0.0521648408972353 0.0492368291482029 0 0 0 0 0.120918984280532 0 0 0 0 0 0 0 0 0.0513347022587269 0 0 0.0326690623979092 0 0 0 0 0 0.0171291538198013 0 0 0 0 0 0 0 0.0431965442764579 0 0 0.0735564545788893 0.0300751879699248 0 0.0330250990752972 0.028169014084507 0 0 0.0344827586206897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"finally" 0 0 0 0 0 0 0.0635727908455181 0 0.0281531531531532 0 0 0.0502260170768458 0 0 0 0 0 0 0 0.0590318772136954 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0422119037568594 0 0 0 0 0 0 0.0485908649173955 0.040650406504065 0 0 0 0 0 0 0.0598086124401914 0 0 0 0 0 0 0.0367782272894446 0 0.0382555470543229 0.0330250990752972 0 0 0 0 0.0470588235294118 0 0.0364298724954463 0 0.0473484848484848 0 0.0657894736842105 0 0 0.0520562207183758 0 0 0 0 0 0 0.0478468899521531 0 0.0985869208018403
"furnish" 0.0618811881188119 0.0398724082934609 0.046189376443418 0 0 0 0.0635727908455181 0.0499750124937531 0.0563063063063063 0.0554016620498615 0 0 0 0 0 0 0 0 0 0 0 0.0442869796279894 0.0364830353885443 0 0 0 0.0655737704918033 0 0 0.060459492140266 0 0 0 0 0 0 0 0 0 0 0.0505305709954522 0 0 0 0.040650406504065 0 0.0646412411118294 0 0.0239234449760766 0 0 0 0 0 0 0 0 0 0.0367782272894446 0.0601503759398496 0 0 0 0 0 0 0 0 0 0 0 0 0.0657894736842105 0 0 0 0 0 0 0 0 0 0 0 0
"gives" 0 0 0 0 0 0 0 0 0.0563063063063063 0 0 0 0 0 0 0 0 0 0 0 0 0.0442869796279894 0 0 0 0 0 0 0 0 0 0 0 0.0321440051430408 0 0 0 0 0 0 0 0 0 0 0.040650406504065 0.0255427841634738 0.129282482223659 0 0 0 0 0 0 0 0.0742942050520059 0.0431965442764579 0.0332778702163062 0 0 0.0300751879699248 0 0.0330250990752972 0.028169014084507 0 0 0 0 0 0.109289617486339 0.0536480686695279 0 0 0 0 0 0 0 0 0 0 0 0.0451875282422051 0 0.0418235048097031 0
"granted" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.201072386058981 0.0590318772136954 0 0 0 0 0 0.044404973357016 0 0 0 0 0 0 0 0.0321440051430408 0 0 0 0 0.0513347022587269 0 0 0 0 0 0 0 0.193923723335488 0 0.0956937799043062 0 0 0 0 0 0 0 0 0 0 0.0300751879699248 0 0.0330250990752972 0 0 0 0.103448275862069 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0489236790606654 0 0 0 0 0
"half" 0 0 0 0.103199174406605 0 0.146914789422135 0 0 0 0 0 0 0 0 0 0 0.050709939148073 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0489236790606654 0 0 0 0 0.0505305709954522 0 0.0964320154291225 0 0 0.0255427841634738 0 0 0.0478468899521531 0 0 0 0 0 0 0 0 0.0465983224603914 0 0 0 0 0 0 0 0 0 0.0381679389312977 0 0 0 0.0975134080936129 0 0 0 0 0 0 0 0 0.127145581691036 0.0451875282422051 0 0.0418235048097031 0.0328623069339468
"hardly" 0 0.0797448165869219 0 0 0.0323834196891192 0 0 0.0499750124937531 0 0 0.049825610363727 0 0.0419287211740042 0.137362637362637 0 0 0 0 0 0 0 0 0 0 0 0.044404973357016 0.0655737704918033 0.0494071146245059 0.0440917107583774 0.120918984280532 0 0 0 0 0 0 0.0422119037568594 0 0 0 0 0 0 0 0.040650406504065 0 0.0646412411118294 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0291375291375291 0 0 0.0381679389312977 0 0 0 0 0 0.0604960677555959 0 0 0 0 0 0 0 0 0 0 0
"hereditary" 0 0 0.046189376443418 0 0 0 0 0 0.0281531531531532 0 0 0 0.0838574423480084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0670915800067092 0 0 0 0 0 0 0.102669404517454 0 0 0 0 0 0 0 0 0.0171291538198013 0 0 0 0 0 0 0 0 0 0 0 0 0.0765110941086457 0 0 0 0 0 0 0 0.0364298724954463 0.160944206008584 0 0.0487567040468064 0.0657894736842105 0 0 0.0520562207183758 0 0 0 0 0 0 0 0 0.0657246138678935
"impeachment" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.197628458498024 0.0881834215167548 0 0 0.134183160013418 0 0 0 0 0 0.0995024875621891 0 0 0.0505305709954522 0 0 0 0 0 0 0 0.0478468899521531 0 0 0 0 0 0 0 0 0 0 0 0.0382555470543229 0 0 0 0 0 0 0 0.182149362477231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"inference" 0 0 0 0 0.0323834196891192 0 0 0.0499750124937531 0.0281531531531532 0 0 0 0 0.0686813186813187 0 0 0 0 0 0.118063754427391 0 0 0 0.0521648408972353 0 0.044404973357016 0 0 0 0 0 0 0 0 0.05720823798627 0 0 0 0.0513347022587269 0 0 0 0 0 0 0.0255427841634738 0.0646412411118294 0.0342583076396026 0 0 0 0 0 0 0 0.0431965442764579 0.0332778702163062 0 0 0 0 0 0 0 0 0.0344827586206897 0.0941176470588235 0 0 0 0 0 0 0 0 0 0 0 0 0.0489236790606654 0 0 0 0 0
"keep" 0 0 0.046189376443418 0 0 0 0 0 0 0 0 0.100452034153692 0 0 0 0 0 0 0 0 0 0.0442869796279894 0 0 0 0 0 0 0 0 0 0.0335457900033546 0 0 0 0 0.0844238075137189 0 0.102669404517454 0 0 0.0326690623979092 0 0.0485908649173955 0 0 0 0 0.0239234449760766 0.03690036900369 0 0 0 0.0608642726719416 0.0742942050520059 0 0 0 0.0367782272894446 0.0300751879699248 0 0 0 0 0 0.0344827586206897 0 0 0 0 0 0 0.131578947368421 0 0 0 0 0 0 0 0 0 0 0 0
"language" 0 0 0.046189376443418 0 0.0323834196891192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.044404973357016 0 0 0 0.060459492140266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510855683269476 0 0.0171291538198013 0 0.03690036900369 0 0.0598086124401914 0 0 0 0 0 0.0465983224603914 0.110334681868334 0.0300751879699248 0 0 0.0845070422535211 0.0359195402298851 0 0 0 0.0381679389312977 0.0364298724954463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"latitude" 0 0 0 0 0 0 0.0635727908455181 0 0 0 0 0.0502260170768458 0 0.0686813186813187 0 0 0 0 0 0 0 0 0 0.0521648408972353 0 0 0.131147540983607 0 0 0 0 0 0 0 0 0 0.0422119037568594 0 0 0 0 0 0 0 0 0.0510855683269476 0.0646412411118294 0 0.0239234449760766 0 0 0 0.0690131124913734 0 0 0 0 0.0931966449207828 0 0 0 0.0330250990752972 0 0.0359195402298851 0.0291375291375291 0.0344827586206897 0 0 0 0 0 0 0 0 0 0 0 0.0460617227084293 0 0 0 0 0 0 0.0328623069339468
